Symbol,Security Name,Exchange,Yahoo Symbol
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,AMSF
AMST,Amesite Inc. - Common Stock,NASDAQ,AMST
AMT,American Tower Corporation (REIT) Common Stock,N,AMT
AMTB,Amerant Bancorp Inc. Class A Common Stock,N,AMTB
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",N,AMTD
AMTM,"Amentum Holdings, Inc. Common Stock",N,AMTM
AMTX,"Aemetis, Inc - Common Stock",NASDAQ,AMTX
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",P,AMUB
AMWD,American Woodmark Corporation - Common Stock,NASDAQ,AMWD
AMWL,American Well Corporation Class A Common Stock,N,AMWL
AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",N,AMX
AMZE,"Amaze Holdings, Inc. Common Stock",A,AMZE
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,AMZN
AN,"AutoNation, Inc. Common Stock",N,AN
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,ANAB
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,ANDE
ANDG,Andersen Group Inc. Class A Common Stock,N,ANDG
ANET,"Arista Networks, Inc. Common Stock",N,ANET
ANF,Abercrombie & Fitch Company Common Stock,N,ANF
ANGH,Anghami Inc. - Ordinary Shares,NASDAQ,ANGH
ANGHW,Anghami Inc. - Warrants,NASDAQ,ANGHW
ANGI,Angi Inc. - Class A Common Stock,NASDAQ,ANGI
ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,ANGO
ANGX,"Angel Studios, Inc. Class A Common Stock",N,ANGX
ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ,ANIK
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,ANIP
ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,ANIX
ANL,Adlai Nortye Ltd. - American Depositary Shares,NASDAQ,ANL
ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,ANNA
ANNAW,"AleAnna, Inc. - Warrant",NASDAQ,ANNAW
ANNX,"Annexon, Inc. - common stock",NASDAQ,ANNX
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,ANPA
ANRO,"Alto Neuroscience, Inc. Common Stock",N,ANRO
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,NASDAQ,ANSC
ANSCU,Agriculture & Natural Solutions Acquisition Corporation - Unit,NASDAQ,ANSCU
ANSCW,Agriculture & Natural Solutions Acquisition Corporation - Warrant,NASDAQ,ANSCW
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,ANTA
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,ANTX
ANVS,"Annovis Bio, Inc. Common Stock",N,ANVS
ANY,Sphere 3D Corp. - Common Shares,NASDAQ,ANY
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,N,AOD
AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",N,AOMD
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",N,AOMN
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",N,AOMR
AON,Aon plc Class A Ordinary Shares (Ireland),N,AON
AORT,"Artivion, Inc. Common Stock",N,AORT
AOS,A.O. Smith Corporation Common Stock,N,AOS
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,AOSL
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,AOUT
AP,Ampco-Pittsburgh Corporation Common Stock,N,AP
APA,APA Corporation - Common Stock,NASDAQ,APA
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,APAC
APACR,StoneBridge Acquisition II Corporation - Rights,NASDAQ,APACR
APACU,StoneBridge Acquisition II Corporation - Units,NASDAQ,APACU
APAD,A Paradise Acquisition Corp. - Class A Ordinary Shares,NASDAQ,APAD
APADR,A Paradise Acquisition Corp. - Rights,NASDAQ,APADR
APADU,A Paradise Acquisition Corp. - Unit,NASDAQ,APADU
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,N,APAM
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,APC
APD,"Air Products and Chemicals, Inc. Common Stock",N,APD
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,APEI
APG,APi Group Corporation Common Stock,N,APG
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,APGE
APH,Amphenol Corporation Common Stock,N,APH
API,"Agora, Inc. - ADS",NASDAQ,API
APLD,Applied Digital Corporation - Common Stock,NASDAQ,APLD
APLE,"Apple Hospitality REIT, Inc. Common Shares",N,APLE
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,APLM
APLMW,Apollomics Inc. - Warrant,NASDAQ,APLMW
APLS,"Apellis Pharmaceuticals, Inc. - Common Stock",NASDAQ,APLS
APM,Aptorum Group Limited - Class A Ordinary Shares,NASDAQ,APM
APO,"Apollo Global Management, Inc. (New) Common Stock",N,APO
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,APOG
APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",N,APOS
APP,Applovin Corporation - Class A Common Stock,NASDAQ,APP
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,APPF
APPN,Appian Corporation - Class A Common Stock,NASDAQ,APPN
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,APPS
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,APRE
APT,"Alpha Pro Tech, Ltd. Common Stock",A,APT
APTV,Aptiv PLC Ordinary Shares,N,APTV
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",A,APUS
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,APVO
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,APWC
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,APXT
APXTU,Apex Treasury Corporation - Units,NASDAQ,APXTU
APXTW,Apex Treasury Corporation - Warrants,NASDAQ,APXTW
APYX,Apyx Medical Corporation - Common Stock,NASDAQ,APYX
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,AQB
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,AQMS
AQN,Algonquin Power & Utilities Corp. Common Shares,N,AQN
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",N,AQNB
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,AQST
AR,Antero Resources Corporation Common Stock,N,AR
ARAI,Arrive AI Inc. - Common Stock,NASDAQ,ARAI
ARAY,Accuray Incorporated - Common Stock,NASDAQ,ARAY
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,ARBB
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,ARBE
ARBEW,Arbe Robotics Ltd. - Warrant,NASDAQ,ARBEW
ARBK,Argo Blockchain plc - American Depositary Shares,NASDAQ,ARBK
ARCB,ArcBest Corporation - Common Stock,NASDAQ,ARCB
ARCC,Ares Capital Corporation - Closed End Fund,NASDAQ,ARCC
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,NASDAQ,ARCI
ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,NASDAQ,ARCIU
ARCIW,Archimedes Tech SPAC Partners III Co. - Warrant,NASDAQ,ARCIW
ARCLU,ARC Group Acquisition I Corp - Unit,NASDAQ,ARCLU
ARCO,Arcos Dorados Holdings Inc. Class A Shares,N,ARCO
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,ARCT
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",N,ARDC
ARDT,"Ardent Health, Inc. Common Stock",N,ARDT
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,ARDX
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",N,ARE
AREB,"American Rebel Holdings, Inc. - Common Stock",NASDAQ,AREB
AREBW,"American Rebel Holdings, Inc. - warrants",NASDAQ,AREBW
AREC,American Resources Corporation - Class A Common Stock,NASDAQ,AREC
AREN,"The Arena Group Holdings, Inc. Common Stock",A,AREN
ARES,Ares Management Corporation Class A Common Stock,N,ARES
ARGX,argenx SE - American Depositary Shares,NASDAQ,ARGX
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,ARHS
ARI,"Apollo Commercial Real Estate Finance, Inc",N,ARI
ARIS,Aris Mining Corporation Common Shares,N,ARIS
ARKO,ARKO Corp. - Common Stock,NASDAQ,ARKO
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,ARKR
ARL,"American Realty Investors, Inc. Common Stock",N,ARL
ARLO,"Arlo Technologies, Inc. Common Stock",N,ARLO
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ,ARLP
ARM,Arm Holdings plc - American Depositary Shares,NASDAQ,ARM
ARMK,Aramark Common Stock,N,ARMK
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",A,ARMP
AROC,"Archrock, Inc. Common Stock",N,AROC
AROW,Arrow Financial Corporation - Common Stock,NASDAQ,AROW
ARQ,"Arq, Inc. - Common Stock",NASDAQ,ARQ
ARQQ,Arqit Quantum Inc. - Ordinary Shares,NASDAQ,ARQQ
ARQQW,Arqit Quantum Inc. - Warrants,NASDAQ,ARQQW
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,ARQT
ARR,"ARMOUR Residential REIT, Inc.",N,ARR
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,ARRY
ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,NASDAQ,ARTC
ARTCU,Art Technology Acquisition Corp. - Units,NASDAQ,ARTCU
ARTCW,Art Technology Acquisition Corp. - Warrants,NASDAQ,ARTCW
ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,ARTL
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,ARTNA
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,ARTV
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,ARTW
ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,ARVN
ARW,"Arrow Electronics, Inc. Common Stock",N,ARW
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,ARWR
ARX,Accelerant Holdings Class A Common Shares,N,ARX
ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,ARXS
AS,"Amer Sports, Inc. Ordinary Shares",N,AS
ASA,ASA  Gold and Precious Metals Limited,N,ASA
ASAN,"Asana, Inc. Class A Common Stock",N,ASAN
ASB,Associated Banc-Corp Common Stock,N,ASB
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,N,ASBA
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",NASDAQ,ASBP
ASBPW,"Aspire Biopharma Holdings, Inc.  - Warrant",NASDAQ,ASBPW
ASC,Ardmore Shipping Corporation Common Stock,N,ASC
ASG,"Liberty All-Star Growth Fund, Inc.",N,ASG
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,N,ASGI
ASH,Ashland Inc. Common Stock,N,ASH
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,N,ASIC
ASIX,AdvanSix Inc. Common Stock ,N,ASIX
ASLE,AerSale Corporation - Common Stock,NASDAQ,ASLE
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),A,ASM
ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,ASMB
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,ASML
ASND,Ascendis Pharma A/S - Ordinary Share,NASDAQ,ASND
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,ASO
ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,NASDAQ,ASPC
ASPCR,A SPAC III Acquisition Corp. - Right,NASDAQ,ASPCR
ASPCU,A SPAC III Acquisition Corp. - Unit,NASDAQ,ASPCU
ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,ASPI
ASPN,"Aspen Aerogels, Inc. Common Stock",N,ASPN
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,ASPS
ASPSW,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,NASDAQ,ASPSW
ASPSZ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,NASDAQ,ASPSZ
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",N,ASR
ASRT,"Assertio Holdings, Inc. - Common Stock",NASDAQ,ASRT
ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,ASRV
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,ASST
ASTC,Astrotech Corporation - Common Stock,NASDAQ,ASTC
ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,ASTE
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,ASTH
ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,ASTI
ASTL,Algoma Steel Group Inc. - Common Shares,NASDAQ,ASTL
ASTLW,Algoma Steel Group Inc. - Warrant,NASDAQ,ASTLW
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,ASTS
ASUR,Asure Software Inc - Common Stock,NASDAQ,ASUR
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N,ASX
ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,ASYS
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,ATAI
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,NASDAQ,ATAT
ATCH,"AtlasClear Holdings, Inc. Common Stock",A,ATCH
ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,ATCX
ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,ATEC
ATEN,"A10 Networks, Inc. Common Stock",N,ATEN
ATER,"Aterian, Inc. - Common Stock",NASDAQ,ATER
ATEX,Anterix Inc. - Common Stock,NASDAQ,ATEX
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,ATGL
ATHE,Alterity Therapeutics Limited - American Depositary Shares,NASDAQ,ATHE
ATHM,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",N,ATHM
ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,ATHR
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,N,ATHS
ATI,ATI Inc. Common Stock,N,ATI
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,NASDAQ,ATII
ATIIU,Archimedes Tech SPAC Partners II Co. - Unit,NASDAQ,ATIIU
ATIIW,Archimedes Tech SPAC Partners II Co. - Warrant,NASDAQ,ATIIW
ATKR,Atkore Inc. Common Stock,N,ATKR
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,ATLC
ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,NASDAQ,ATLCL
ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",NASDAQ,ATLCP
ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,NASDAQ,ATLCZ
ATLN,Atlantic International Corp. - Common Stock,NASDAQ,ATLN
ATLO,Ames National Corporation - Common Stock,NASDAQ,ATLO
ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,ATLX
ATMP,iPath Select MLP ETN,Z,ATMP
ATMU,Atmus Filtration Technologies Inc. Common Stock,N,ATMU
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,ATNI
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",A,ATNM
ATO,Atmos Energy Corporation Common Stock,N,ATO
ATOM,Atomera Incorporated - Common Stock,NASDAQ,ATOM
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,ATOS
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,ATPC
ATR,"AptarGroup, Inc. Common Stock",N,ATR
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,ATRA
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,ATRC
ATRO,Astronics Corporation - Common Stock,NASDAQ,ATRO
ATS,ATS Corporation Common Shares,N,ATS
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,ATXG
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,ATYR
AU,AngloGold Ashanti PLC Ordinary Shares,N,AU
AUB,Atlantic Union Bankshares Corporation Common Stock,N,AUB
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,AUBN
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,AUDC
AUGO,Aura Minerals Inc. - Common Shares,NASDAQ,AUGO
AUID,authID Inc. - Common Stock,NASDAQ,AUID
AUNA,Auna SA Class A Ordinary Shares,N,AUNA
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,AUPH
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",NASDAQ,AUR
AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,AURA
AURE,Aurelion Inc.  - Class A Ordinary Shares,NASDAQ,AURE
AUROW,"Aurora Innovation, Inc.  - Warrant",NASDAQ,AUROW
AUST,Austin Gold Corp. Common Shares,A,AUST
AUTL,Autolus Therapeutics plc - American Depositary Shares,NASDAQ,AUTL
AUUD,Auddia Inc. - Common Stock,NASDAQ,AUUD
AVA,Avista Corporation Common Stock,N,AVA
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,AVAH
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),N,AVAL
AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,AVAV
AVB,"AvalonBay Communities, Inc. Common Stock",N,AVB
AVBC,"Avidia Bancorp, Inc. Common Stock",N,AVBC
AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,AVBH
AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,AVBP
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),N,AVD
AVEX,AEVEX Corp. Class A Common Stock,N,AVEX
AVGO,Broadcom Inc. - Common Stock,NASDAQ,AVGO
AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,AVIR
AVK,Advent Convertible and Income Fund,N,AVK
AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,AVLN
AVNS,"Avanos Medical, Inc. Common Stock",N,AVNS
AVNT,Avient Corporation Common Stock,N,AVNT
AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,AVNW
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,AVO
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,AVPT
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,AVR
AVT,"Avnet, Inc. - Common Stock",NASDAQ,AVT
AVTR,"Avantor, Inc. Common Stock",N,AVTR
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,AVTX
AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,AVX
AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,AVXL
AVY,Avery Dennison Corporation Common Stock,N,AVY
AWF,Alliancebernstein Global High Income Fund,N,AWF
AWI,Armstrong World Industries Inc Common Stock,N,AWI
AWK,"American Water Works Company, Inc. Common Stock",N,AWK
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,N,AWP
AWR,American States Water Company Common Stock,N,AWR
AWRE,"Aware, Inc. - Common Stock",NASDAQ,AWRE
AWX,Avalon Holdings Corporation Common Stock,A,AWX
AX,"Axos Financial, Inc. Common Stock",N,AX
AXG,Solowin Holdings - Class A Ordinary Share,NASDAQ,AXG
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,AXGN
AXIA,AXIA Energia American Depositary Shares (Each representing one Common Share),N,AXIA
AXIL,"AXIL Brands, Inc. Common Stock",A,AXIL
AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,NASDAQ,AXIN
AXINR,Axiom Intelligence Acquisition Corp 1 - Right,NASDAQ,AXINR
AXINU,Axiom Intelligence Acquisition Corp 1 - Units,NASDAQ,AXINU
AXON,"Axon Enterprise, Inc. - Common Stock",NASDAQ,AXON
AXP,American Express Company Common Stock,N,AXP
AXR,AMREP Corporation Common Stock,N,AXR
AXS,Axis Capital Holdings Limited Common Stock,N,AXS
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,AXSM
AXTA,Axalta Coating Systems Ltd. Common Shares,N,AXTA
AXTI,AXT Inc - Common Stock,NASDAQ,AXTI
AYI,Acuity Inc. Common Stock,N,AYI
AYTU,"Aytu BioPharma, Inc.  - Common Stock",NASDAQ,AYTU
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,NASDAQ,AZ
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,AZI
AZN,AstraZeneca PLC Ordinary Shares,N,AZN
AZO,"AutoZone, Inc. Common Stock",N,AZO
AZTA,"Azenta, Inc. - Common Stock",NASDAQ,AZTA
AZTR,Azitra Inc Common Stock,A,AZTR
AZZ,AZZ Inc.,N,AZZ
B,Barrick Mining Corporation Common Shares,N,B
BA,Boeing Company (The) Common Stock,N,BA
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,N,BABA
BAC,Bank of America Corporation Common Stock,N,BAC
BACC,Blue Acquisition Corp. - Class A Ordinary Shares,NASDAQ,BACC
BACCR,Blue Acquisition Corp. - Right,NASDAQ,BACCR
BACCU,Blue Acquisition Corp. - Unit,NASDAQ,BACCU
BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",NASDAQ,BAER
BAERW,"Bridger Aerospace Group Holdings, Inc. - Warrant",NASDAQ,BAERW
BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,BAFN
BAH,Booz Allen Hamilton Holding Corporation Common Stock,N,BAH
BAK,Braskem SA ADR,N,BAK
BALL,Ball Corporation Common Stock,N,BALL
BALY,Bally's Corporation Common Stock,N,BALY
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,N,BAM
BANC,"Banc of California, Inc. Common Stock",N,BANC
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,BAND
BANF,BancFirst Corporation - Common Stock,NASDAQ,BANF
BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,NASDAQ,BANFP
BANL,CBL International Limited - Class B Ordinary Shares,NASDAQ,BANL
BANR,Banner Corporation - Common Stock,NASDAQ,BANR
BANX,ArrowMark Financial Corp. - Closed End Fund,NASDAQ,BANX
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,NASDAQ,BAOS
BAP,Credicorp Ltd. Common Stock,N,BAP
BAR,GraniteShares Gold Trust Shares of Beneficial Interest,P,BAR
BARK,"BARK, Inc. Class A Common Stock",N,BARK
BATL,Battalion Oil Corporation Common Stock,A,BATL
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",NASDAQ,BATRA
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,BATRK
BAX,Baxter International Inc. Common Stock,N,BAX
BAYA,Bayview Acquisition Corp - Ordinary Share,NASDAQ,BAYA
BAYAR,Bayview Acquisition Corp - Right,NASDAQ,BAYAR
BAYAU,Bayview Acquisition Corp - Unit,NASDAQ,BAYAU
BB,BlackBerry Limited Common Stock,N,BB
BBAI,"BigBear.ai, Inc. Common Stock",N,BBAI
BBAI.W,"BigBear.ai, Inc. Redeemable Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,BBAI-W
BBAR,Banco BBVA Argentina S.A. ADS,N,BBAR
BBBY,"Bed Bath & Beyond, Inc. Common Stock",N,BBBY
BBBY.W,"Bed Bath & Beyond, Inc. Warrants to Purchase Common Stock",N,BBBY-W
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,BBCP
BBCQ,Bleichroeder Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,BBCQ
BBCQU,Bleichroeder Acquisition Corp. II - Units,NASDAQ,BBCQU
BBCQW,Bleichroeder Acquisition Corp. II - Warrants,NASDAQ,BBCQW
BBD,Banco Bradesco Sa American Depositary Shares,N,BBD
BBDC,"Barings BDC, Inc. Common Stock",N,BBDC
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),N,BBDO
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",NASDAQ,BBGI
BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,BBIO
BBLG,Bone Biologics Corp - Common Stock,NASDAQ,BBLG
BBLGW,Bone Biologics Corp - warrants,NASDAQ,BBLGW
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,N,BBN
BBNX,"Beta Bionics, Inc. - Common Stock",NASDAQ,BBNX
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,BBOT
BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,BBSI
BBT,Beacon Financial Corporation Common stock,N,BBT
BBUC,Brookfield Business Corporation Class A Subordinate Voting Shares,N,BBUC
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,N,BBVA
BBW,"Build-A-Bear Workshop, Inc. Common Stock",N,BBW
BBWI,"Bath & Body Works, Inc.",N,BBWI
